filename,label
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4980.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4981.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4982.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4983.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4984.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4985.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4986.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4987.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4988.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4989.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4990.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4991.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4992.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4993.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4994.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4995.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4996.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4997.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4998.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_4999.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5000.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5001.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5002.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5003.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5004.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5005.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5006.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5007.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5008.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5009.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5010.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5011.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5012.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5013.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5014.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5015.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5016.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5017.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5018.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5019.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5020.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5021.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5022.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5023.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5024.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5025.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5026.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5027.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5028.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5029.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5030.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5031.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5032.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5033.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5034.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5035.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5036.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5037.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5038.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5039.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5040.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5041.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5042.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5043.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5044.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5045.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5046.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5047.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5048.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5049.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5050.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5051.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5052.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5053.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5054.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5055.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5056.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5057.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5058.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5059.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5060.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5061.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5062.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5063.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5064.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5065.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5066.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5067.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5068.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5069.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5070.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5071.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5072.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5073.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5074.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5075.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5076.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5077.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5078.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5079.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5080.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5081.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5082.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5083.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5084.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5085.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5086.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5087.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5088.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5089.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5090.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5091.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5092.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5093.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5094.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5095.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5096.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5097.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5098.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5099.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5100.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5101.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5102.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5103.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5104.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5105.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5106.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5107.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5108.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5109.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5110.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5111.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5112.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5113.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5114.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5115.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5116.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5117.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5118.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5119.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5120.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5121.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5122.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5123.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5124.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5125.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5126.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5127.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5128.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5129.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5130.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5131.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5132.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5133.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5134.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5135.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5136.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5137.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5138.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5139.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5140.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5141.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5142.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5143.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5144.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5145.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5146.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5147.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5148.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5149.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5150.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5151.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5152.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5153.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5154.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5155.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5156.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5157.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5158.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5159.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5160.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5161.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5162.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5163.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5164.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5165.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5166.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5167.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5168.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5169.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5170.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5171.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5172.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5173.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5174.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5175.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5176.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5177.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5178.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5179.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5180.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5181.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5182.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5183.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5184.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5185.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5186.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5187.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5188.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5189.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5190.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5191.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5192.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5193.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5194.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5195.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5196.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5197.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5198.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5199.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5200.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5201.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5202.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5203.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5204.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5205.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5206.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5207.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5208.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5209.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5210.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5211.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5212.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5213.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5214.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5215.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5216.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5217.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5218.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5219.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5220.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5221.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5222.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5223.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5224.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5225.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5226.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5227.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5228.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5229.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5230.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5231.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5232.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5233.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5234.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5235.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5236.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5237.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5238.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5239.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5240.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5241.jpg,hugging
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5242.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5243.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5244.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5245.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5246.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5247.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5248.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5249.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5250.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5251.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5252.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5253.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5254.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5255.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5256.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5257.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5258.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5259.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5260.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5261.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5262.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5263.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5264.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5265.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5266.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5267.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5268.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5269.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5270.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5271.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5272.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5273.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5274.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5275.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5276.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5277.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5278.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5279.jpg,using_laptop
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5280.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5281.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5282.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5283.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5284.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5285.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5286.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5287.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5288.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5289.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5290.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5291.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5292.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5293.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5294.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5295.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5296.jpg,running
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5297.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5298.jpg,eating
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5299.jpg,calling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5300.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5301.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5302.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5303.jpg,sleeping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5304.jpg,laughing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5305.jpg,listening_to_music
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5306.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5307.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5308.jpg,cycling
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5309.jpg,drinking
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5310.jpg,fighting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5311.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5312.jpg,clapping
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5313.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5314.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5315.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5316.jpg,dancing
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5317.jpg,sitting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5318.jpg,texting
C:/Users/anany/Desktop/har/Human Action Recognition/train/Image_5319.jpg,running
